input_text,target_text
Log: klogind[19269]: Authentication failed from 163.27.187.39 (163.27.187.39): Permission denied in replay cache code,Authentication from 163.27.187.39 failed due to a Kerberos replay cache permission error.
Log: klogind[19269]: Kerberos authentication failed,Kerberos authentication failed during a remote login attempt.
Log: klogind[19268]: Authentication failed from 163.27.187.39 (163.27.187.39): Permission denied in replay cache code,Authentication from 163.27.187.39 failed due to a Kerberos replay cache permission error.
Log: klogind[19288]: Authentication failed from 163.27.187.39 (163.27.187.39): Permission denied in replay cache code,Authentication from 163.27.187.39 failed due to a Kerberos replay cache permission error.
Log: klogind[19274]: Authentication failed from 163.27.187.39 (163.27.187.39): Software caused connection abort,Authentication attempt from 163.27.187.39 failed due to a software connection abort.
Log: klogind[19268]: Kerberos authentication failed,Kerberos authentication failed during a remote login attempt.
Log: klogind[19288]: Kerberos authentication failed,Kerberos authentication failed during a remote login attempt.
Log: klogind[19274]: Kerberos authentication failed,Kerberos authentication failed during a remote login attempt.
Log: klogind[19266]: Authentication failed from 163.27.187.39 (163.27.187.39): Software caused connection abort,Authentication attempt from 163.27.187.39 failed due to a software connection abort.
Log: klogind[19266]: Kerberos authentication failed,Kerberos authentication failed during a remote login attempt.
Log: klogind[19267]: Authentication failed from 163.27.187.39 (163.27.187.39): Software caused connection abort,Authentication attempt from 163.27.187.39 failed due to a software connection abort.
Log: klogind[19267]: Kerberos authentication failed,Kerberos authentication failed during a remote login attempt.
Log: klogind[19278]: Authentication failed from 163.27.187.39 (163.27.187.39): Software caused connection abort,Authentication attempt from 163.27.187.39 failed due to a software connection abort.
Log: klogind[19278]: Kerberos authentication failed,Kerberos authentication failed during a remote login attempt.
Log: klogind[19273]: Authentication failed from 163.27.187.39 (163.27.187.39): Software caused connection abort,Authentication attempt from 163.27.187.39 failed due to a software connection abort.
Log: klogind[19273]: Kerberos authentication failed,Kerberos authentication failed during a remote login attempt.
Log: klogind[19276]: Authentication failed from 163.27.187.39 (163.27.187.39): Software caused connection abort,Authentication attempt from 163.27.187.39 failed due to a software connection abort.
Log: klogind[19276]: Kerberos authentication failed,Kerberos authentication failed during a remote login attempt.
Log: klogind[19275]: Authentication failed from 163.27.187.39 (163.27.187.39): Software caused connection abort,Authentication attempt from 163.27.187.39 failed due to a software connection abort.
Log: klogind[19275]: Kerberos authentication failed,Kerberos authentication failed during a remote login attempt.
Log: klogind[19277]: Authentication failed from 163.27.187.39 (163.27.187.39): Software caused connection abort,Authentication attempt from 163.27.187.39 failed due to a software connection abort.
Log: klogind[19277]: Kerberos authentication failed,Kerberos authentication failed during a remote login attempt.
Log: klogind[19279]: Authentication failed from 163.27.187.39 (163.27.187.39): Software caused connection abort,Authentication attempt from 163.27.187.39 failed due to a software connection abort.
Log: klogind[19279]: Kerberos authentication failed,Kerberos authentication failed during a remote login attempt.
Log: klogind[19280]: Authentication failed from 163.27.187.39 (163.27.187.39): Software caused connection abort,Authentication attempt from 163.27.187.39 failed due to a software connection abort.
Log: klogind[19281]: Authentication failed from 163.27.187.39 (163.27.187.39): Software caused connection abort,Authentication attempt from 163.27.187.39 failed due to a software connection abort.
Log: klogind[19282]: Authentication failed from 163.27.187.39 (163.27.187.39): Software caused connection abort,Authentication attempt from 163.27.187.39 failed due to a software connection abort.
Log: klogind[19280]: Kerberos authentication failed,Kerberos authentication failed during a remote login attempt.
Log: klogind[19283]: Authentication failed from 163.27.187.39 (163.27.187.39): Software caused connection abort,Authentication attempt from 163.27.187.39 failed due to a software connection abort.
Log: klogind[19281]: Kerberos authentication failed,Kerberos authentication failed during a remote login attempt.
Log: klogind[19285]: Authentication failed from 163.27.187.39 (163.27.187.39): Software caused connection abort,Authentication attempt from 163.27.187.39 failed due to a software connection abort.
Log: klogind[19284]: Authentication failed from 163.27.187.39 (163.27.187.39): Software caused connection abort,Authentication attempt from 163.27.187.39 failed due to a software connection abort.
Log: klogind[19282]: Kerberos authentication failed,Kerberos authentication failed during a remote login attempt.
Log: klogind[19283]: Kerberos authentication failed,Kerberos authentication failed during a remote login attempt.
Log: klogind[19285]: Kerberos authentication failed,Kerberos authentication failed during a remote login attempt.
Log: klogind[19284]: Kerberos authentication failed,Kerberos authentication failed during a remote login attempt.
Log: sshd(pam_unix)[19432]: session opened for user test by (uid=509),"A session was opened for user ""test""."
Log: sshd(pam_unix)[19431]: session opened for user test by (uid=509),"A session was opened for user ""test""."
Log: sshd(pam_unix)[19433]: session opened for user test by (uid=509),"A session was opened for user ""test""."
Log: sshd(pam_unix)[19434]: session opened for user test by (uid=509),"A session was opened for user ""test""."
Log: sshd(pam_unix)[19435]: session opened for user test by (uid=509),"A session was opened for user ""test""."
Log: sshd(pam_unix)[19436]: session opened for user test by (uid=509),"A session was opened for user ""test""."
Log: sshd(pam_unix)[19438]: session opened for user test by (uid=509),"A session was opened for user ""test""."
Log: sshd(pam_unix)[19437]: session opened for user test by (uid=509),"A session was opened for user ""test""."
Log: sshd(pam_unix)[19432]: session closed for user test,"A session was closed for user ""test""."
Log: sshd(pam_unix)[19431]: session closed for user test,"A session was closed for user ""test""."
Log: sshd(pam_unix)[19439]: session opened for user test by (uid=509),"A session was opened for user ""test""."
Log: sshd(pam_unix)[19440]: session opened for user test by (uid=509),"A session was opened for user ""test""."
Log: sshd(pam_unix)[19434]: session closed for user test,"A session was closed for user ""test""."
Log: sshd(pam_unix)[19435]: session closed for user test,"A session was closed for user ""test""."
Log: sshd(pam_unix)[19433]: session closed for user test,"A session was closed for user ""test""."
Log: sshd(pam_unix)[19436]: session closed for user test,"A session was closed for user ""test""."
Log: sshd(pam_unix)[19437]: session closed for user test,"A session was closed for user ""test""."
Log: sshd(pam_unix)[19438]: session closed for user test,"A session was closed for user ""test""."
Log: sshd(pam_unix)[19439]: session closed for user test,"A session was closed for user ""test""."
Log: sshd(pam_unix)[19440]: session closed for user test,"A session was closed for user ""test""."
Log: sshd(pam_unix)[19630]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root,Failed root SSH login from 60.30.224.116 due to an authentication failure.
Log: sshd(pam_unix)[19628]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root,Failed root SSH login from 60.30.224.116 due to an authentication failure.
Log: sshd(pam_unix)[19640]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root,Failed root SSH login from 60.30.224.116 due to an authentication failure.
Log: sshd(pam_unix)[19642]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root,Failed root SSH login from 60.30.224.116 due to an authentication failure.
Log: sshd(pam_unix)[19632]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root,Failed root SSH login from 60.30.224.116 due to an authentication failure.
Log: sshd(pam_unix)[19643]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root,Failed root SSH login from 60.30.224.116 due to an authentication failure.
Log: sshd(pam_unix)[19631]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root,Failed root SSH login from 60.30.224.116 due to an authentication failure.
Log: sshd(pam_unix)[19636]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root,Failed root SSH login from 60.30.224.116 due to an authentication failure.
Log: sshd(pam_unix)[19645]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root,Failed root SSH login from 60.30.224.116 due to an authentication failure.
Log: sshd(pam_unix)[19637]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root,Failed root SSH login from 60.30.224.116 due to an authentication failure.
Log: su(pam_unix)[20298]: session opened for user cyrus by (uid=0),"A session was opened for user ""cyrus""."
Log: su(pam_unix)[20298]: session closed for user cyrus,"A session was closed for user ""cyrus""."
Log: logrotate: ALERT exited abnormally with [1],The automatic log rotation process has failed to complete successfully due to an error.
Log: su(pam_unix)[21530]: session opened for user news by (uid=0),"A session was opened for user ""news""."
Log: su(pam_unix)[21530]: session closed for user news,"A session was closed for user ""news""."
Log: sshd(pam_unix)[21689]: session opened for user test by (uid=509),"A session was opened for user ""test""."
Log: sshd(pam_unix)[21689]: session closed for user test,"A session was closed for user ""test""."
Log: sshd(pam_unix)[21691]: session opened for user test by (uid=509),"A session was opened for user ""test""."
Log: sshd(pam_unix)[21691]: session closed for user test,"A session was closed for user ""test""."
Log: sshd(pam_unix)[21692]: session opened for user test by (uid=509),"A session was opened for user ""test""."
Log: sshd(pam_unix)[21692]: session closed for user test,"A session was closed for user ""test""."
Log: sshd(pam_unix)[21693]: session opened for user test by (uid=509),"A session was opened for user ""test""."
Log: sshd(pam_unix)[21693]: session closed for user test,"A session was closed for user ""test""."
Log: ftpd[21952]: connection from 202.82.200.188 () at Fri Jul  1 07:57:30 2005,A successful connection to the FTP service was established from the IP address 202.82.200.188.
Log: ftpd[21951]: connection from 202.82.200.188 () at Fri Jul  1 07:57:30 2005,A successful connection to the FTP service was established from the IP address 202.82.200.188.
Log: ftpd[21957]: connection from 202.82.200.188 () at Fri Jul  1 07:57:30 2005,A successful connection to the FTP service was established from the IP address 202.82.200.188.
Log: ftpd[21953]: connection from 202.82.200.188 () at Fri Jul  1 07:57:30 2005,A successful connection to the FTP service was established from the IP address 202.82.200.188.
Log: ftpd[21954]: connection from 202.82.200.188 () at Fri Jul  1 07:57:30 2005,A successful connection to the FTP service was established from the IP address 202.82.200.188.
Log: ftpd[21955]: connection from 202.82.200.188 () at Fri Jul  1 07:57:30 2005,A successful connection to the FTP service was established from the IP address 202.82.200.188.
Log: ftpd[21950]: connection from 202.82.200.188 () at Fri Jul  1 07:57:30 2005,A successful connection to the FTP service was established from the IP address 202.82.200.188.
Log: ftpd[21956]: connection from 202.82.200.188 () at Fri Jul  1 07:57:30 2005,A successful connection to the FTP service was established from the IP address 202.82.200.188.
Log: ftpd[21958]: connection from 202.82.200.188 () at Fri Jul  1 07:57:30 2005,A successful connection to the FTP service was established from the IP address 202.82.200.188.
Log: ftpd[21945]: connection from 202.82.200.188 () at Fri Jul  1 07:57:30 2005,A successful connection to the FTP service was established from the IP address 202.82.200.188.
Log: ftpd[21959]: connection from 202.82.200.188 () at Fri Jul  1 07:57:30 2005,A successful connection to the FTP service was established from the IP address 202.82.200.188.
Log: ftpd[21940]: connection from 202.82.200.188 () at Fri Jul  1 07:57:30 2005,A successful connection to the FTP service was established from the IP address 202.82.200.188.
Log: ftpd[21941]: connection from 202.82.200.188 () at Fri Jul  1 07:57:30 2005,A successful connection to the FTP service was established from the IP address 202.82.200.188.
Log: ftpd[21946]: connection from 202.82.200.188 () at Fri Jul  1 07:57:30 2005,A successful connection to the FTP service was established from the IP address 202.82.200.188.
Log: ftpd[21937]: connection from 202.82.200.188 () at Fri Jul  1 07:57:30 2005,A successful connection to the FTP service was established from the IP address 202.82.200.188.
Log: ftpd[21943]: connection from 202.82.200.188 () at Fri Jul  1 07:57:30 2005,A successful connection to the FTP service was established from the IP address 202.82.200.188.
Log: ftpd[21944]: connection from 202.82.200.188 () at Fri Jul  1 07:57:30 2005,A successful connection to the FTP service was established from the IP address 202.82.200.188.
Log: ftpd[21948]: connection from 202.82.200.188 () at Fri Jul  1 07:57:30 2005,A successful connection to the FTP service was established from the IP address 202.82.200.188.
Log: ftpd[21947]: connection from 202.82.200.188 () at Fri Jul  1 07:57:30 2005,A successful connection to the FTP service was established from the IP address 202.82.200.188.
Log: ftpd[21942]: connection from 202.82.200.188 () at Fri Jul  1 07:57:30 2005,A successful connection to the FTP service was established from the IP address 202.82.200.188.
Log: ftpd[21938]: connection from 202.82.200.188 () at Fri Jul  1 07:57:30 2005,A successful connection to the FTP service was established from the IP address 202.82.200.188.
Log: ftpd[21949]: connection from 202.82.200.188 () at Fri Jul  1 07:57:30 2005,A successful connection to the FTP service was established from the IP address 202.82.200.188.
Log: ftpd[21939]: connection from 202.82.200.188 () at Fri Jul  1 07:57:30 2005,A successful connection to the FTP service was established from the IP address 202.82.200.188.
Log: sshd(pam_unix)[22099]: session opened for user test by (uid=509),"A session was opened for user ""test""."
Log: sshd(pam_unix)[22104]: session opened for user test by (uid=509),"A session was opened for user ""test""."
Log: sshd(pam_unix)[22104]: session closed for user test,"A session was closed for user ""test""."
Log: sshd(pam_unix)[22106]: session opened for user test by (uid=509),"A session was opened for user ""test""."
Log: sshd(pam_unix)[22099]: session closed for user test,"A session was closed for user ""test""."
Log: sshd(pam_unix)[22112]: session opened for user test by (uid=509),"A session was opened for user ""test""."
Log: sshd(pam_unix)[22106]: session closed for user test,"A session was closed for user ""test""."
Log: sshd(pam_unix)[22112]: session closed for user test,"A session was closed for user ""test""."
Log: sshd(pam_unix)[22272]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=195.129.24.210  user=root,Failed root SSH login from 195.129.24.210 due to an authentication failure.
Log: sshd(pam_unix)[22269]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=195.129.24.210  user=root,Failed root SSH login from 195.129.24.210 due to an authentication failure.
Log: sshd(pam_unix)[22277]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=195.129.24.210  user=root,Failed root SSH login from 195.129.24.210 due to an authentication failure.
Log: sshd(pam_unix)[22271]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=195.129.24.210  user=root,Failed root SSH login from 195.129.24.210 due to an authentication failure.
Log: sshd(pam_unix)[22273]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=195.129.24.210  user=root,Failed root SSH login from 195.129.24.210 due to an authentication failure.
Log: sshd(pam_unix)[22270]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=195.129.24.210  user=root,Failed root SSH login from 195.129.24.210 due to an authentication failure.
Log: sshd(pam_unix)[22268]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=195.129.24.210  user=root,Failed root SSH login from 195.129.24.210 due to an authentication failure.
Log: sshd(pam_unix)[22274]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=195.129.24.210  user=root,Failed root SSH login from 195.129.24.210 due to an authentication failure.
Log: sshd(pam_unix)[22276]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=195.129.24.210  user=root,Failed root SSH login from 195.129.24.210 due to an authentication failure.
Log: sshd(pam_unix)[22275]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=195.129.24.210  user=root,Failed root SSH login from 195.129.24.210 due to an authentication failure.
Log: sshd(pam_unix)[23533]: session opened for user test by (uid=509),"A session was opened for user ""test""."
Log: sshd(pam_unix)[23534]: session opened for user test by (uid=509),"A session was opened for user ""test""."
Log: sshd(pam_unix)[23535]: session opened for user test by (uid=509),"A session was opened for user ""test""."
Log: sshd(pam_unix)[23536]: session opened for user test by (uid=509),"A session was opened for user ""test""."
Log: sshd(pam_unix)[23533]: session closed for user test,"A session was closed for user ""test""."
Log: sshd(pam_unix)[23534]: session closed for user test,"A session was closed for user ""test""."
Log: sshd(pam_unix)[23535]: session closed for user test,"A session was closed for user ""test""."
Log: sshd(pam_unix)[23536]: session closed for user test,"A session was closed for user ""test""."
Log: sshd(pam_unix)[23544]: session opened for user test by (uid=509),"A session was opened for user ""test""."
Log: sshd(pam_unix)[23544]: session closed for user test,"A session was closed for user ""test""."
Log: sshd(pam_unix)[23545]: session opened for user test by (uid=509),"A session was opened for user ""test""."
Log: sshd(pam_unix)[23546]: session opened for user test by (uid=509),"A session was opened for user ""test""."
Log: sshd(pam_unix)[23547]: session opened for user test by (uid=509),"A session was opened for user ""test""."
Log: sshd(pam_unix)[23545]: session closed for user test,"A session was closed for user ""test""."
Log: sshd(pam_unix)[23546]: session closed for user test,"A session was closed for user ""test""."
Log: sshd(pam_unix)[23547]: session closed for user test,"A session was closed for user ""test""."
Log: su(pam_unix)[24117]: session opened for user cyrus by (uid=0),"A session was opened for user ""cyrus""."
Log: su(pam_unix)[24117]: session closed for user cyrus,"A session was closed for user ""cyrus""."
Log: logrotate: ALERT exited abnormally with [1],The automatic log rotation process has failed to complete successfully due to an error.
Log: su(pam_unix)[24511]: session opened for user news by (uid=0),"A session was opened for user ""news""."
Log: su(pam_unix)[24511]: session closed for user news,"A session was closed for user ""news""."
Log: sshd(pam_unix)[24588]: check pass; user unknown,"The system tried to check a password, but the login failed because the username was unknown."
Log: sshd(pam_unix)[24588]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=zummit.com,Failed SSH login from zummit.com due to an authentication failure.
Log: sshd(pam_unix)[24587]: check pass; user unknown,"The system tried to check a password, but the login failed because the username was unknown."
Log: sshd(pam_unix)[24587]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=zummit.com,Failed SSH login from zummit.com due to an authentication failure.
Log: sshd(pam_unix)[24590]: check pass; user unknown,"The system tried to check a password, but the login failed because the username was unknown."
Log: sshd(pam_unix)[24590]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=zummit.com,Failed SSH login from zummit.com due to an authentication failure.
Log: sshd(pam_unix)[24573]: check pass; user unknown,"The system tried to check a password, but the login failed because the username was unknown."
Log: sshd(pam_unix)[24573]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=zummit.com,Failed SSH login from zummit.com due to an authentication failure.
Log: sshd(pam_unix)[24574]: check pass; user unknown,"The system tried to check a password, but the login failed because the username was unknown."
Log: sshd(pam_unix)[24574]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=zummit.com,Failed SSH login from zummit.com due to an authentication failure.
Log: sshd(pam_unix)[24576]: check pass; user unknown,"The system tried to check a password, but the login failed because the username was unknown."
Log: sshd(pam_unix)[24576]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=zummit.com,Failed SSH login from zummit.com due to an authentication failure.
Log: sshd(pam_unix)[24578]: check pass; user unknown,"The system tried to check a password, but the login failed because the username was unknown."
Log: sshd(pam_unix)[24578]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=zummit.com,Failed SSH login from zummit.com due to an authentication failure.
Log: sshd(pam_unix)[24579]: check pass; user unknown,"The system tried to check a password, but the login failed because the username was unknown."
Log: sshd(pam_unix)[24579]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=zummit.com,Failed SSH login from zummit.com due to an authentication failure.
Log: sshd(pam_unix)[24581]: check pass; user unknown,"The system tried to check a password, but the login failed because the username was unknown."
Log: sshd(pam_unix)[24581]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=zummit.com,Failed SSH login from zummit.com due to an authentication failure.
Log: sshd(pam_unix)[24583]: check pass; user unknown,"The system tried to check a password, but the login failed because the username was unknown."
Log: sshd(pam_unix)[24583]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=zummit.com,Failed SSH login from zummit.com due to an authentication failure.
Log: su(pam_unix)[26964]: session opened for user cyrus by (uid=0),"A session was opened for user ""cyrus""."
Log: su(pam_unix)[26964]: session closed for user cyrus,"A session was closed for user ""cyrus""."
Log: cups: cupsd shutdown succeeded,The CUPS printing service was shut down successfully.
Log: cups: cupsd startup succeeded,The CUPS printing service was started successfully.
Log: syslogd 1.4.1: restart.,The system logging service was restarted.
Log: logrotate: ALERT exited abnormally with [1],The automatic log rotation process has failed to complete successfully due to an error.
Log: su(pam_unix)[28416]: session opened for user news by (uid=0),"A session was opened for user ""news""."
Log: su(pam_unix)[28416]: session closed for user news,"A session was closed for user ""news""."
Log: ftpd[32069]: connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul  3 10:05:25 2005,A successful connection to the FTP service was established from the IP address 203.101.45.59.
Log: ftpd[32067]: connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul  3 10:05:25 2005,A successful connection to the FTP service was established from the IP address 203.101.45.59.
Log: ftpd[32070]: connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul  3 10:05:25 2005,A successful connection to the FTP service was established from the IP address 203.101.45.59.
Log: ftpd[32053]: connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul  3 10:05:25 2005,A successful connection to the FTP service was established from the IP address 203.101.45.59.
Log: ftpd[32066]: connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul  3 10:05:25 2005,A successful connection to the FTP service was established from the IP address 203.101.45.59.
Log: ftpd[32068]: connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul  3 10:05:25 2005,A successful connection to the FTP service was established from the IP address 203.101.45.59.
Log: ftpd[32065]: connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul  3 10:05:25 2005,A successful connection to the FTP service was established from the IP address 203.101.45.59.
Log: ftpd[32062]: connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul  3 10:05:25 2005,A successful connection to the FTP service was established from the IP address 203.101.45.59.
Log: ftpd[32063]: connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul  3 10:05:25 2005,A successful connection to the FTP service was established from the IP address 203.101.45.59.
Log: ftpd[32059]: connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul  3 10:05:25 2005,A successful connection to the FTP service was established from the IP address 203.101.45.59.
Log: ftpd[32060]: connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul  3 10:05:25 2005,A successful connection to the FTP service was established from the IP address 203.101.45.59.
Log: ftpd[32071]: connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul  3 10:05:25 2005,A successful connection to the FTP service was established from the IP address 203.101.45.59.
Log: ftpd[32051]: connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul  3 10:05:25 2005,A successful connection to the FTP service was established from the IP address 203.101.45.59.
Log: ftpd[32057]: connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul  3 10:05:25 2005,A successful connection to the FTP service was established from the IP address 203.101.45.59.
Log: ftpd[32050]: connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul  3 10:05:25 2005,A successful connection to the FTP service was established from the IP address 203.101.45.59.
Log: ftpd[32056]: connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul  3 10:05:25 2005,A successful connection to the FTP service was established from the IP address 203.101.45.59.
Log: ftpd[32058]: connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul  3 10:05:25 2005,A successful connection to the FTP service was established from the IP address 203.101.45.59.
Log: ftpd[32052]: connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul  3 10:05:25 2005,A successful connection to the FTP service was established from the IP address 203.101.45.59.
Log: ftpd[32061]: connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul  3 10:05:25 2005,A successful connection to the FTP service was established from the IP address 203.101.45.59.
Log: ftpd[32055]: connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul  3 10:05:25 2005,A successful connection to the FTP service was established from the IP address 203.101.45.59.
Log: ftpd[32064]: connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul  3 10:05:25 2005,A successful connection to the FTP service was established from the IP address 203.101.45.59.
Log: ftpd[32054]: connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul  3 10:05:25 2005,A successful connection to the FTP service was established from the IP address 203.101.45.59.
Log: ftpd[32049]: connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul  3 10:05:25 2005,A successful connection to the FTP service was established from the IP address 203.101.45.59.
Log: ftpd[768]: connection from 62.99.164.82 (62.99.164.82.sh.interxion.inode.at) at Sun Jul  3 23:16:09 2005,A successful connection to the FTP service was established from the IP address 62.99.164.82.
Log: ftpd[772]: connection from 62.99.164.82 (62.99.164.82.sh.interxion.inode.at) at Sun Jul  3 23:16:09 2005,A successful connection to the FTP service was established from the IP address 62.99.164.82.
Log: ftpd[769]: connection from 62.99.164.82 (62.99.164.82.sh.interxion.inode.at) at Sun Jul  3 23:16:09 2005,A successful connection to the FTP service was established from the IP address 62.99.164.82.
Log: ftpd[767]: connection from 62.99.164.82 (62.99.164.82.sh.interxion.inode.at) at Sun Jul  3 23:16:09 2005,A successful connection to the FTP service was established from the IP address 62.99.164.82.
Log: ftpd[765]: connection from 62.99.164.82 (62.99.164.82.sh.interxion.inode.at) at Sun Jul  3 23:16:09 2005,A successful connection to the FTP service was established from the IP address 62.99.164.82.
Log: ftpd[766]: connection from 62.99.164.82 (62.99.164.82.sh.interxion.inode.at) at Sun Jul  3 23:16:09 2005,A successful connection to the FTP service was established from the IP address 62.99.164.82.
Log: ftpd[770]: connection from 62.99.164.82 (62.99.164.82.sh.interxion.inode.at) at Sun Jul  3 23:16:09 2005,A successful connection to the FTP service was established from the IP address 62.99.164.82.
Log: ftpd[764]: connection from 62.99.164.82 (62.99.164.82.sh.interxion.inode.at) at Sun Jul  3 23:16:09 2005,A successful connection to the FTP service was established from the IP address 62.99.164.82.
Log: ftpd[757]: connection from 62.99.164.82 (62.99.164.82.sh.interxion.inode.at) at Sun Jul  3 23:16:09 2005,A successful connection to the FTP service was established from the IP address 62.99.164.82.
Log: ftpd[763]: connection from 62.99.164.82 (62.99.164.82.sh.interxion.inode.at) at Sun Jul  3 23:16:09 2005,A successful connection to the FTP service was established from the IP address 62.99.164.82.
Log: ftpd[758]: connection from 62.99.164.82 (62.99.164.82.sh.interxion.inode.at) at Sun Jul  3 23:16:09 2005,A successful connection to the FTP service was established from the IP address 62.99.164.82.
Log: ftpd[761]: connection from 62.99.164.82 (62.99.164.82.sh.interxion.inode.at) at Sun Jul  3 23:16:09 2005,A successful connection to the FTP service was established from the IP address 62.99.164.82.
Log: ftpd[762]: connection from 62.99.164.82 (62.99.164.82.sh.interxion.inode.at) at Sun Jul  3 23:16:09 2005,A successful connection to the FTP service was established from the IP address 62.99.164.82.
Log: ftpd[759]: connection from 62.99.164.82 (62.99.164.82.sh.interxion.inode.at) at Sun Jul  3 23:16:09 2005,A successful connection to the FTP service was established from the IP address 62.99.164.82.
Log: ftpd[756]: connection from 62.99.164.82 (62.99.164.82.sh.interxion.inode.at) at Sun Jul  3 23:16:09 2005,A successful connection to the FTP service was established from the IP address 62.99.164.82.
Log: ftpd[773]: connection from 62.99.164.82 (62.99.164.82.sh.interxion.inode.at) at Sun Jul  3 23:16:09 2005,A successful connection to the FTP service was established from the IP address 62.99.164.82.
Log: ftpd[760]: connection from 62.99.164.82 (62.99.164.82.sh.interxion.inode.at) at Sun Jul  3 23:16:09 2005,A successful connection to the FTP service was established from the IP address 62.99.164.82.
Log: ftpd[774]: connection from 62.99.164.82 (62.99.164.82.sh.interxion.inode.at) at Sun Jul  3 23:16:09 2005,A successful connection to the FTP service was established from the IP address 62.99.164.82.
Log: ftpd[775]: connection from 62.99.164.82 (62.99.164.82.sh.interxion.inode.at) at Sun Jul  3 23:16:09 2005,A successful connection to the FTP service was established from the IP address 62.99.164.82.
